MWG;NWG;KWG;MDIMC;NDIMC;MDIMA;NDIMB;KWI;VWM;VWN;STRM;STRN;SA;SB;Run1 (ms)
16;16;32;8;8;8;16;8;1;1;0;1;0;0;89,27
16;16;32;8;8;8;16;8;1;1;0;1;0;1;73,11
16;16;32;8;8;8;16;8;1;1;0;1;1;0;85,7
16;16;32;8;8;8;16;8;1;1;0;1;1;1;78,8
16;16;32;8;8;8;16;8;1;1;1;0;0;0;93,22
16;16;32;8;8;8;16;8;1;1;1;0;0;1;78,74
16;16;32;8;8;8;16;8;1;1;1;0;1;0;88,85
16;16;32;8;8;8;16;8;1;1;1;0;1;1;82,61
16;16;32;8;8;8;16;8;1;1;1;1;0;0;93,58
16;16;32;8;8;8;16;8;1;1;1;1;0;1;80,25
16;16;32;8;8;8;16;8;1;1;1;1;1;0;91,04
16;16;32;8;8;8;16;8;1;1;1;1;1;1;83,51
16;16;32;8;8;8;16;8;2;1;0;0;0;0;71,62
16;16;32;8;8;8;16;8;2;1;0;0;0;1;65,39
16;16;32;8;8;8;16;8;2;1;0;0;1;0;65,4
16;16;32;8;8;8;16;8;2;1;0;0;1;1;56,04
16;16;32;8;8;8;16;8;2;1;0;1;0;0;72,73
16;16;32;8;8;8;16;8;2;1;0;1;0;1;65,79
16;16;32;8;8;8;16;8;2;1;0;1;1;0;66,67
16;16;32;8;8;8;16;8;2;1;0;1;1;1;59,86
16;16;32;8;8;8;16;8;2;1;1;0;0;0;73,06
16;16;32;8;8;8;16;8;2;1;1;0;0;1;64,38
16;16;32;8;8;8;16;8;2;1;1;0;1;0;65,48
16;16;32;8;8;8;16;8;2;1;1;0;1;1;54,76
16;16;32;8;8;8;16;8;2;1;1;1;0;0;72,35
16;16;32;8;8;8;16;8;2;1;1;1;0;1;65,54
16;16;32;8;8;8;16;8;2;1;1;1;1;0;67,28
16;16;32;8;8;8;16;8;2;1;1;1;1;1;60,34
16;16;32;8;8;16;8;2;1;1;0;0;0;0;110,14
16;16;32;8;8;16;8;2;1;1;0;0;0;1;81,67
16;16;32;8;8;16;8;2;1;1;0;0;1;0;73,14
16;16;32;8;8;16;8;2;1;1;0;0;1;1;80,17
16;16;32;8;8;16;8;2;1;1;0;1;0;0;114,27
16;16;32;8;8;16;8;2;1;1;0;1;0;1;91,01
16;16;32;8;8;16;8;2;1;1;0;1;1;0;75,45
16;16;32;8;8;16;8;2;1;1;0;1;1;1;86,01
16;16;32;8;8;16;8;2;1;1;1;0;0;0;117,43
16;16;32;8;8;16;8;2;1;1;1;0;0;1;88,55
16;16;32;8;8;16;8;2;1;1;1;0;1;0;73,74
16;16;32;8;8;16;8;2;1;1;1;0;1;1;79,81
16;16;32;8;8;16;8;2;1;1;1;1;0;0;118,75
16;16;32;8;8;16;8;2;1;1;1;1;0;1;98,45
16;16;32;8;8;16;8;2;1;1;1;1;1;0;74,99
16;16;32;8;8;16;8;2;1;1;1;1;1;1;87,29
16;16;32;8;8;16;8;2;1;2;0;0;0;0;75,64
16;16;32;8;8;16;8;2;1;2;0;0;0;1;67,52
16;16;32;8;8;16;8;2;1;2;0;0;1;0;64,47
16;16;32;8;8;16;8;2;1;2;0;0;1;1;63,84
16;16;32;8;8;16;8;2;1;2;0;1;0;0;74,46
16;16;32;8;8;16;8;2;1;2;0;1;0;1;65,1
16;16;32;8;8;16;8;2;1;2;0;1;1;0;64,94
16;16;32;8;8;16;8;2;1;2;0;1;1;1;63,89
16;16;32;8;8;16;8;2;1;2;1;0;0;0;79,89
16;16;32;8;8;16;8;2;1;2;1;0;0;1;68,55
16;16;32;8;8;16;8;2;1;2;1;0;1;0;65,6
16;16;32;8;8;16;8;2;1;2;1;0;1;1;62,91
16;16;32;8;8;16;8;2;1;2;1;1;0;0;79,82
16;16;32;8;8;16;8;2;1;2;1;1;0;1;70,04
16;16;32;8;8;16;8;2;1;2;1;1;1;0;65,61
16;16;32;8;8;16;8;2;1;2;1;1;1;1;62,51
16;16;32;8;8;16;8;8;1;1;0;0;0;0;88,98
16;16;32;8;8;16;8;8;1;1;0;0;0;1;82,96
16;16;32;8;8;16;8;8;1;1;0;0;1;0;73,19
16;16;32;8;8;16;8;8;1;1;0;0;1;1;79,51
16;16;32;8;8;16;8;8;1;1;0;1;0;0;89,29
16;16;32;8;8;16;8;8;1;1;0;1;0;1;89,64
16;16;32;8;8;16;8;8;1;1;0;1;1;0;74,84
16;16;32;8;8;16;8;8;1;1;0;1;1;1;85,75
16;16;32;8;8;16;8;8;1;1;1;0;0;0;92,98
16;16;32;8;8;16;8;8;1;1;1;0;0;1;88,38
16;16;32;8;8;16;8;8;1;1;1;0;1;0;73,55
16;16;32;8;8;16;8;8;1;1;1;0;1;1;79,01
16;16;32;8;8;16;8;8;1;1;1;1;0;0;93,4
16;16;32;8;8;16;8;8;1;1;1;1;0;1;100,69
16;16;32;8;8;16;8;8;1;1;1;1;1;0;74,13
16;16;32;8;8;16;8;8;1;1;1;1;1;1;86,95
16;16;32;8;8;16;8;8;1;2;0;0;0;0;74,7
16;16;32;8;8;16;8;8;1;2;0;0;0;1;66,31
16;16;32;8;8;16;8;8;1;2;0;0;1;0;65,87
16;16;32;8;8;16;8;8;1;2;0;0;1;1;63,7
16;16;32;8;8;16;8;8;1;2;0;1;0;0;74,87
16;16;32;8;8;16;8;8;1;2;0;1;0;1;65,87
16;16;32;8;8;16;8;8;1;2;0;1;1;0;64,64
16;16;32;8;8;16;8;8;1;2;0;1;1;1;63,62
16;16;32;8;8;16;8;8;1;2;1;0;0;0;83,04
16;16;32;8;8;16;8;8;1;2;1;0;0;1;71,31
16;16;32;8;8;16;8;8;1;2;1;0;1;0;65,37
16;16;32;8;8;16;8;8;1;2;1;0;1;1;62,55
16;16;32;8;8;16;8;8;1;2;1;1;0;0;82,96
16;16;32;8;8;16;8;8;1;2;1;1;0;1;70,4
16;16;32;8;8;16;8;8;1;2;1;1;1;0;64,87
16;16;32;8;8;16;8;8;1;2;1;1;1;1;62,3
16;16;32;8;8;16;16;2;1;1;0;0;0;0;110,15
16;16;32;8;8;16;16;2;1;1;0;0;0;1;70,4
16;16;32;8;8;16;16;2;1;1;0;0;1;0;72,16
16;16;32;8;8;16;16;2;1;1;0;0;1;1;66,75
16;16;32;8;8;16;16;2;1;1;0;1;0;0;114,51
16;16;32;8;8;16;16;2;1;1;0;1;0;1;70,46
16;16;32;8;8;16;16;2;1;1;0;1;1;0;74,44
16;16;32;8;8;16;16;2;1;1;0;1;1;1;66,71
16;16;32;8;8;16;16;2;1;1;1;0;0;0;116,8
16;16;32;8;8;16;16;2;1;1;1;0;0;1;78,41
16;16;32;8;8;16;16;2;1;1;1;0;1;0;72,5
16;16;32;8;8;16;16;2;1;1;1;0;1;1;66,68
16;16;32;8;8;16;16;2;1;1;1;1;0;0;119,01
16;16;32;8;8;16;16;2;1;1;1;1;0;1;77,89
16;16;32;8;8;16;16;2;1;1;1;1;1;0;74,16
16;16;32;8;8;16;16;2;1;1;1;1;1;1;66,64
16;16;32;8;8;16;16;8;1;1;0;0;0;0;88,59
16;16;32;8;8;16;16;8;1;1;0;0;0;1;71,69
16;16;32;8;8;16;16;8;1;1;0;0;1;0;73,27
16;16;32;8;8;16;16;8;1;1;0;0;1;1;66,74
16;16;32;8;8;16;16;8;1;1;0;1;0;0;90,11
16;16;32;8;8;16;16;8;1;1;0;1;0;1;72,11
16;16;32;8;8;16;16;8;1;1;0;1;1;0;74,91
16;16;32;8;8;16;16;8;1;1;0;1;1;1;66,9
16;16;32;8;8;16;16;8;1;1;1;0;0;0;92,04
16;16;32;8;8;16;16;8;1;1;1;0;0;1;79,54
16;16;32;8;8;16;16;8;1;1;1;0;1;0;73,44
16;16;32;8;8;16;16;8;1;1;1;0;1;1;66,77
16;16;32;8;8;16;16;8;1;1;1;1;0;0;93
16;16;32;8;8;16;16;8;1;1;1;1;0;1;80,1
16;16;32;8;8;16;16;8;1;1;1;1;1;0;74,57
16;16;32;8;8;16;16;8;1;1;1;1;1;1;66,7
16;16;32;8;16;8;8;2;1;1;0;0;0;0;137,42
16;16;32;8;16;8;8;2;1;1;0;0;0;1;118,16
16;16;32;8;16;8;8;2;1;1;0;0;1;0;98,71
16;16;32;8;16;8;8;2;1;1;0;0;1;1;98,49
16;16;32;8;16;8;8;2;1;1;0;1;0;0;137,21
16;16;32;8;16;8;8;2;1;1;0;1;0;1;121,36
16;16;32;8;16;8;8;2;1;1;0;1;1;0;98,63
16;16;32;8;16;8;8;2;1;1;0;1;1;1;100,67
16;16;32;8;16;8;8;2;1;1;1;0;0;0;148,25
16;16;32;8;16;8;8;2;1;1;1;0;0;1;124,56
16;16;32;8;16;8;8;2;1;1;1;0;1;0;103,23
16;16;32;8;16;8;8;2;1;1;1;0;1;1;99,55
16;16;32;8;16;8;8;2;1;1;1;1;0;0;148,35
16;16;32;8;16;8;8;2;1;1;1;1;0;1;127,82
16;16;32;8;16;8;8;2;1;1;1;1;1;0;103,3
16;16;32;8;16;8;8;2;1;1;1;1;1;1;108,2
16;16;32;8;16;8;8;2;2;1;0;0;0;0;111,21
16;16;32;8;16;8;8;2;2;1;0;0;0;1;98,7
16;16;32;8;16;8;8;2;2;1;0;0;1;0;71,01
16;16;32;8;16;8;8;2;2;1;0;0;1;1;69,91
16;16;32;8;16;8;8;2;2;1;0;1;0;0;111,14
16;16;32;8;16;8;8;2;2;1;0;1;0;1;101,31
16;16;32;8;16;8;8;2;2;1;0;1;1;0;71,08
16;16;32;8;16;8;8;2;2;1;0;1;1;1;79,24
16;16;32;8;16;8;8;2;2;1;1;0;0;0;111,3
16;16;32;8;16;8;8;2;2;1;1;0;0;1;98,31
16;16;32;8;16;8;8;2;2;1;1;0;1;0;71,12
16;16;32;8;16;8;8;2;2;1;1;0;1;1;70,09
16;16;32;8;16;8;8;2;2;1;1;1;0;0;111,28
16;16;32;8;16;8;8;2;2;1;1;1;0;1;100,96
16;16;32;8;16;8;8;2;2;1;1;1;1;0;70,93
16;16;32;8;16;8;8;2;2;1;1;1;1;1;79,36
16;16;32;8;16;8;8;8;1;1;0;0;0;0;138,42
16;16;32;8;16;8;8;8;1;1;0;0;0;1;118,14
16;16;32;8;16;8;8;8;1;1;0;0;1;0;98,74
16;16;32;8;16;8;8;8;1;1;0;0;1;1;98,46
16;16;32;8;16;8;8;8;1;1;0;1;0;0;138,44
16;16;32;8;16;8;8;8;1;1;0;1;0;1;121,34
16;16;32;8;16;8;8;8;1;1;0;1;1;0;98,55
16;16;32;8;16;8;8;8;1;1;0;1;1;1;100,74
16;16;32;8;16;8;8;8;1;1;1;0;0;0;148,57
16;16;32;8;16;8;8;8;1;1;1;0;0;1;124,53
16;16;32;8;16;8;8;8;1;1;1;0;1;0;103,27
16;16;32;8;16;8;8;8;1;1;1;0;1;1;99,49
16;16;32;8;16;8;8;8;1;1;1;1;0;0;148,69
16;16;32;8;16;8;8;8;1;1;1;1;0;1;127,99
16;16;32;8;16;8;8;8;1;1;1;1;1;0;103,3
16;16;32;8;16;8;8;8;1;1;1;1;1;1;108,48
16;16;32;8;16;8;8;8;2;1;0;0;0;0;115,35
16;16;32;8;16;8;8;8;2;1;0;0;0;1;97,6
16;16;32;8;16;8;8;8;2;1;0;0;1;0;71,98
16;16;32;8;16;8;8;8;2;1;0;0;1;1;70,01
16;16;32;8;16;8;8;8;2;1;0;1;0;0;115,26
16;16;32;8;16;8;8;8;2;1;0;1;0;1;98,86
16;16;32;8;16;8;8;8;2;1;0;1;1;0;72
16;16;32;8;16;8;8;8;2;1;0;1;1;1;79,29
16;16;32;8;16;8;8;8;2;1;1;0;0;0;115,2
16;16;32;8;16;8;8;8;2;1;1;0;0;1;98,08
16;16;32;8;16;8;8;8;2;1;1;0;1;0;72,02
16;16;32;8;16;8;8;8;2;1;1;0;1;1;70,17
16;16;32;8;16;8;8;8;2;1;1;1;0;0;115,2
16;16;32;8;16;8;8;8;2;1;1;1;0;1;100,78
16;16;32;8;16;8;8;8;2;1;1;1;1;0;71,84
16;16;32;8;16;8;8;8;2;1;1;1;1;1;79,41
16;16;32;8;16;8;16;2;1;1;0;0;0;0;137,37
16;16;32;8;16;8;16;2;1;1;0;0;0;1;110,43
16;16;32;8;16;8;16;2;1;1;0;0;1;0;98,73
16;16;32;8;16;8;16;2;1;1;0;0;1;1;88,93
16;16;32;8;16;8;16;2;1;1;0;1;0;0;137,26
16;16;32;8;16;8;16;2;1;1;0;1;0;1;110,51
16;16;32;8;16;8;16;2;1;1;0;1;1;0;98,61
16;16;32;8;16;8;16;2;1;1;0;1;1;1;88,91
16;16;32;8;16;8;16;2;1;1;1;0;0;0;148,54
16;16;32;8;16;8;16;2;1;1;1;0;0;1;118,74
16;16;32;8;16;8;16;2;1;1;1;0;1;0;103,28
16;16;32;8;16;8;16;2;1;1;1;0;1;1;91,58
16;16;32;8;16;8;16;2;1;1;1;1;0;0;148,35
16;16;32;8;16;8;16;2;1;1;1;1;0;1;118,72
16;16;32;8;16;8;16;2;1;1;1;1;1;0;103,21
16;16;32;8;16;8;16;2;1;1;1;1;1;1;91,64
16;16;32;8;16;8;16;2;2;1;0;0;0;0;111,27
16;16;32;8;16;8;16;2;2;1;0;0;0;1;91,33
16;16;32;8;16;8;16;2;2;1;0;0;1;0;70,98
16;16;32;8;16;8;16;2;2;1;0;0;1;1;61,93
16;16;32;8;16;8;16;2;2;1;0;1;0;0;111,19
16;16;32;8;16;8;16;2;2;1;0;1;0;1;91,37
16;16;32;8;16;8;16;2;2;1;0;1;1;0;70,97
16;16;32;8;16;8;16;2;2;1;0;1;1;1;61,94
16;16;32;8;16;8;16;2;2;1;1;0;0;0;111,11
16;16;32;8;16;8;16;2;2;1;1;0;0;1;92,68
16;16;32;8;16;8;16;2;2;1;1;0;1;0;70,97
16;16;32;8;16;8;16;2;2;1;1;0;1;1;61,95
16;16;32;8;16;8;16;2;2;1;1;1;0;0;111,32
16;16;32;8;16;8;16;2;2;1;1;1;0;1;92,69
16;16;32;8;16;8;16;2;2;1;1;1;1;0;70,93
16;16;32;8;16;8;16;2;2;1;1;1;1;1;61,93
16;16;32;8;16;8;16;8;1;1;0;0;0;0;138,75
16;16;32;8;16;8;16;8;1;1;0;0;0;1;110,43
16;16;32;8;16;8;16;8;1;1;0;0;1;0;98,79
16;16;32;8;16;8;16;8;1;1;0;0;1;1;88,93
16;16;32;8;16;8;16;8;1;1;0;1;0;0;138,43
16;16;32;8;16;8;16;8;1;1;0;1;0;1;110,44
16;16;32;8;16;8;16;8;1;1;0;1;1;0;98,64
16;16;32;8;16;8;16;8;1;1;0;1;1;1;88,89
16;16;32;8;16;8;16;8;1;1;1;0;0;0;148,76
16;16;32;8;16;8;16;8;1;1;1;0;0;1;118,7
16;16;32;8;16;8;16;8;1;1;1;0;1;0;103,26
16;16;32;8;16;8;16;8;1;1;1;0;1;1;91,58
16;16;32;8;16;8;16;8;1;1;1;1;0;0;148,7
16;16;32;8;16;8;16;8;1;1;1;1;0;1;118,83
16;16;32;8;16;8;16;8;1;1;1;1;1;0;103,26
16;16;32;8;16;8;16;8;1;1;1;1;1;1;91,56
16;16;32;8;16;8;16;8;2;1;0;0;0;0;115,44
16;16;32;8;16;8;16;8;2;1;0;0;0;1;93,46
16;16;32;8;16;8;16;8;2;1;0;0;1;0;71,98
16;16;32;8;16;8;16;8;2;1;0;0;1;1;61,95
16;16;32;8;16;8;16;8;2;1;0;1;0;0;115,33
16;16;32;8;16;8;16;8;2;1;0;1;0;1;93,43
16;16;32;8;16;8;16;8;2;1;0;1;1;0;72,02
16;16;32;8;16;8;16;8;2;1;0;1;1;1;61,92
16;16;32;8;16;8;16;8;2;1;1;0;0;0;115,34
16;16;32;8;16;8;16;8;2;1;1;0;0;1;91,42
16;16;32;8;16;8;16;8;2;1;1;0;1;0;71,85
16;16;32;8;16;8;16;8;2;1;1;0;1;1;61,93
16;16;32;8;16;8;16;8;2;1;1;1;0;0;115,01
16;16;32;8;16;8;16;8;2;1;1;1;0;1;91,42
16;16;32;8;16;8;16;8;2;1;1;1;1;0;72
16;16;32;8;16;8;16;8;2;1;1;1;1;1;61,88
16;16;32;8;16;16;8;2;1;1;0;0;0;0;137,38
16;16;32;8;16;16;8;2;1;1;0;0;0;1;118,19
16;16;32;8;16;16;8;2;1;1;0;0;1;0;90,08
16;16;32;8;16;16;8;2;1;1;0;0;1;1;90,61
16;16;32;8;16;16;8;2;1;1;0;1;0;0;137,3
16;16;32;8;16;16;8;2;1;1;0;1;0;1;121,36
16;16;32;8;16;16;8;2;1;1;0;1;1;0;90,03
16;16;32;8;16;16;8;2;1;1;0;1;1;1;92,33
16;16;32;8;16;16;8;2;1;1;1;0;0;0;148,29
16;16;32;8;16;16;8;2;1;1;1;0;0;1;124,52
16;16;32;8;16;16;8;2;1;1;1;0;1;0;89,72
16;16;32;8;16;16;8;2;1;1;1;0;1;1;90,51
16;16;32;8;16;16;8;2;1;1;1;1;0;0;148,15
16;16;32;8;16;16;8;2;1;1;1;1;0;1;127,95
16;16;32;8;16;16;8;2;1;1;1;1;1;0;89,69
16;16;32;8;16;16;8;2;1;1;1;1;1;1;92,5
16;16;32;8;16;16;8;8;1;1;0;0;0;0;138,68
16;16;32;8;16;16;8;8;1;1;0;0;0;1;118,17
16;16;32;8;16;16;8;8;1;1;0;0;1;0;90
16;16;32;8;16;16;8;8;1;1;0;0;1;1;90,59
16;16;32;8;16;16;8;8;1;1;0;1;0;0;138,63
16;16;32;8;16;16;8;8;1;1;0;1;0;1;121,35
16;16;32;8;16;16;8;8;1;1;0;1;1;0;90,11
16;16;32;8;16;16;8;8;1;1;0;1;1;1;92,41
16;16;32;8;16;16;8;8;1;1;1;0;0;0;148,69
16;16;32;8;16;16;8;8;1;1;1;0;0;1;124,55
16;16;32;8;16;16;8;8;1;1;1;0;1;0;89,64
16;16;32;8;16;16;8;8;1;1;1;0;1;1;90,51
16;16;32;8;16;16;8;8;1;1;1;1;0;0;148,53
16;16;32;8;16;16;8;8;1;1;1;1;0;1;127,9
16;16;32;8;16;16;8;8;1;1;1;1;1;0;89,71
16;16;32;8;16;16;8;8;1;1;1;1;1;1;92,47
16;16;32;8;16;16;16;2;1;1;0;0;0;0;137,23
16;16;32;8;16;16;16;2;1;1;0;0;0;1;110,45
16;16;32;8;16;16;16;2;1;1;0;0;1;0;90,06
16;16;32;8;16;16;16;2;1;1;0;0;1;1;80,82
16;16;32;8;16;16;16;2;1;1;0;1;0;0;137,34
16;16;32;8;16;16;16;2;1;1;0;1;0;1;110,48
16;16;32;8;16;16;16;2;1;1;0;1;1;0;90,03
16;16;32;8;16;16;16;2;1;1;0;1;1;1;80,82
16;16;32;8;16;16;16;2;1;1;1;0;0;0;148,12
16;16;32;8;16;16;16;2;1;1;1;0;0;1;118,68
16;16;32;8;16;16;16;2;1;1;1;0;1;0;89,62
16;16;32;8;16;16;16;2;1;1;1;0;1;1;81,24
16;16;32;8;16;16;16;2;1;1;1;1;0;0;148,19
16;16;32;8;16;16;16;2;1;1;1;1;0;1;118,69
16;16;32;8;16;16;16;2;1;1;1;1;1;0;89,64
16;16;32;8;16;16;16;2;1;1;1;1;1;1;81,27
16;16;32;8;16;16;16;8;1;1;0;0;0;0;138,65
16;16;32;8;16;16;16;8;1;1;0;0;0;1;110,42
16;16;32;8;16;16;16;8;1;1;0;0;1;0;90,07
16;16;32;8;16;16;16;8;1;1;0;0;1;1;80,84
16;16;32;8;16;16;16;8;1;1;0;1;0;0;138,6
16;16;32;8;16;16;16;8;1;1;0;1;0;1;110,45
16;16;32;8;16;16;16;8;1;1;0;1;1;0;90,03
16;16;32;8;16;16;16;8;1;1;0;1;1;1;80,84
16;16;32;8;16;16;16;8;1;1;1;0;0;0;148,59
16;16;32;8;16;16;16;8;1;1;1;0;0;1;118,72
16;16;32;8;16;16;16;8;1;1;1;0;1;0;89,75
16;16;32;8;16;16;16;8;1;1;1;0;1;1;81,27
16;16;32;8;16;16;16;8;1;1;1;1;0;0;148,63
16;16;32;8;16;16;16;8;1;1;1;1;0;1;118,73
16;16;32;8;16;16;16;8;1;1;1;1;1;0;89,69
16;16;32;8;16;16;16;8;1;1;1;1;1;1;81,27
16;16;32;16;8;8;8;2;1;1;0;0;0;0;141,06
16;16;32;16;8;8;8;2;1;1;0;0;0;1;95,04
16;16;32;16;8;8;8;2;1;1;0;0;1;0;120,8
16;16;32;16;8;8;8;2;1;1;0;0;1;1;99,02
16;16;32;16;8;8;8;2;1;1;0;1;0;0;145,47
16;16;32;16;8;8;8;2;1;1;0;1;0;1;97,1
16;16;32;16;8;8;8;2;1;1;0;1;1;0;123,9
16;16;32;16;8;8;8;2;1;1;0;1;1;1;101,61
16;16;32;16;8;8;8;2;1;1;1;0;0;0;140,64
16;16;32;16;8;8;8;2;1;1;1;0;0;1;97,12
16;16;32;16;8;8;8;2;1;1;1;0;1;0;124,57
16;16;32;16;8;8;8;2;1;1;1;0;1;1;99,72
16;16;32;16;8;8;8;2;1;1;1;1;0;0;145,52
16;16;32;16;8;8;8;2;1;1;1;1;0;1;99,54
16;16;32;16;8;8;8;2;1;1;1;1;1;0;127,78
16;16;32;16;8;8;8;2;1;1;1;1;1;1;108,37
16;16;32;16;8;8;8;2;1;2;0;0;0;0;109,24
16;16;32;16;8;8;8;2;1;2;0;0;0;1;70,02
16;16;32;16;8;8;8;2;1;2;0;0;1;0;97,38
16;16;32;16;8;8;8;2;1;2;0;0;1;1;71,1
16;16;32;16;8;8;8;2;1;2;0;1;0;0;109,38
16;16;32;16;8;8;8;2;1;2;0;1;0;1;70,07
16;16;32;16;8;8;8;2;1;2;0;1;1;0;96,54
16;16;32;16;8;8;8;2;1;2;0;1;1;1;71,12
16;16;32;16;8;8;8;2;1;2;1;0;0;0;109,45
16;16;32;16;8;8;8;2;1;2;1;0;0;1;70,05
16;16;32;16;8;8;8;2;1;2;1;0;1;0;100,36
16;16;32;16;8;8;8;2;1;2;1;0;1;1;81,8
16;16;32;16;8;8;8;2;1;2;1;1;0;0;109,48
16;16;32;16;8;8;8;2;1;2;1;1;0;1;70,04
16;16;32;16;8;8;8;2;1;2;1;1;1;0;101,03
16;16;32;16;8;8;8;2;1;2;1;1;1;1;81,74
16;16;32;16;8;8;8;8;1;1;0;0;0;0;141,74
16;16;32;16;8;8;8;8;1;1;0;0;0;1;95,05
16;16;32;16;8;8;8;8;1;1;0;0;1;0;120,86
16;16;32;16;8;8;8;8;1;1;0;0;1;1;99,08
16;16;32;16;8;8;8;8;1;1;0;1;0;0;144,85
16;16;32;16;8;8;8;8;1;1;0;1;0;1;97,12
16;16;32;16;8;8;8;8;1;1;0;1;1;0;123,86
16;16;32;16;8;8;8;8;1;1;0;1;1;1;101,52
16;16;32;16;8;8;8;8;1;1;1;0;0;0;141,92
16;16;32;16;8;8;8;8;1;1;1;0;0;1;97,15
16;16;32;16;8;8;8;8;1;1;1;0;1;0;124,79
16;16;32;16;8;8;8;8;1;1;1;0;1;1;99,72
16;16;32;16;8;8;8;8;1;1;1;1;0;0;144,78
16;16;32;16;8;8;8;8;1;1;1;1;0;1;99,48
16;16;32;16;8;8;8;8;1;1;1;1;1;0;127,62
16;16;32;16;8;8;8;8;1;1;1;1;1;1;108,29
16;16;32;16;8;8;8;8;1;2;0;0;0;0;111,33
16;16;32;16;8;8;8;8;1;2;0;0;0;1;70,02
16;16;32;16;8;8;8;8;1;2;0;0;1;0;97,7
16;16;32;16;8;8;8;8;1;2;0;0;1;1;70,06
16;16;32;16;8;8;8;8;1;2;0;1;0;0;111,64
16;16;32;16;8;8;8;8;1;2;0;1;0;1;69,98
16;16;32;16;8;8;8;8;1;2;0;1;1;0;96,49
16;16;32;16;8;8;8;8;1;2;0;1;1;1;71,1
16;16;32;16;8;8;8;8;1;2;1;0;0;0;111,54
16;16;32;16;8;8;8;8;1;2;1;0;0;1;70,03
16;16;32;16;8;8;8;8;1;2;1;0;1;0;100,26
16;16;32;16;8;8;8;8;1;2;1;0;1;1;81,74
16;16;32;16;8;8;8;8;1;2;1;1;0;0;111,65
16;16;32;16;8;8;8;8;1;2;1;1;0;1;70,04
16;16;32;16;8;8;8;8;1;2;1;1;1;0;101,15
16;16;32;16;8;8;8;8;1;2;1;1;1;1;81,79
16;16;32;16;8;8;16;2;1;1;0;0;0;0;141,53
16;16;32;16;8;8;16;2;1;1;0;0;0;1;89,16
16;16;32;16;8;8;16;2;1;1;0;0;1;0;120,7
16;16;32;16;8;8;16;2;1;1;0;0;1;1;88,92
16;16;32;16;8;8;16;2;1;1;0;1;0;0;145,64
16;16;32;16;8;8;16;2;1;1;0;1;0;1;88,5
16;16;32;16;8;8;16;2;1;1;0;1;1;0;123,96
16;16;32;16;8;8;16;2;1;1;0;1;1;1;88,63
16;16;32;16;8;8;16;2;1;1;1;0;0;0;141,31
16;16;32;16;8;8;16;2;1;1;1;0;0;1;89,13
16;16;32;16;8;8;16;2;1;1;1;0;1;0;124,8
16;16;32;16;8;8;16;2;1;1;1;0;1;1;91,57
16;16;32;16;8;8;16;2;1;1;1;1;0;0;145,14
16;16;32;16;8;8;16;2;1;1;1;1;0;1;88,51
16;16;32;16;8;8;16;2;1;1;1;1;1;0;127,79
16;16;32;16;8;8;16;2;1;1;1;1;1;1;91,41
16;16;32;16;8;8;16;8;1;1;0;0;0;0;141,75
16;16;32;16;8;8;16;8;1;1;0;0;0;1;89,18
16;16;32;16;8;8;16;8;1;1;0;0;1;0;120,7
16;16;32;16;8;8;16;8;1;1;0;0;1;1;88,91
16;16;32;16;8;8;16;8;1;1;0;1;0;0;143,76
16;16;32;16;8;8;16;8;1;1;0;1;0;1;88,51
16;16;32;16;8;8;16;8;1;1;0;1;1;0;123,91
16;16;32;16;8;8;16;8;1;1;0;1;1;1;88,64
16;16;32;16;8;8;16;8;1;1;1;0;0;0;141,73
16;16;32;16;8;8;16;8;1;1;1;0;0;1;89,13
16;16;32;16;8;8;16;8;1;1;1;0;1;0;124,81
16;16;32;16;8;8;16;8;1;1;1;0;1;1;91,52
16;16;32;16;8;8;16;8;1;1;1;1;0;0;144,52
16;16;32;16;8;8;16;8;1;1;1;1;0;1;88,52
16;16;32;16;8;8;16;8;1;1;1;1;1;0;127,74
16;16;32;16;8;8;16;8;1;1;1;1;1;1;91,42
16;16;32;16;8;16;8;2;1;1;0;0;0;0;141,2
16;16;32;16;8;16;8;2;1;1;0;0;0;1;95,05
16;16;32;16;8;16;8;2;1;1;0;0;1;0;112
16;16;32;16;8;16;8;2;1;1;0;0;1;1;90,63
16;16;32;16;8;16;8;2;1;1;0;1;0;0;145,14
16;16;32;16;8;16;8;2;1;1;0;1;0;1;97,11
16;16;32;16;8;16;8;2;1;1;0;1;1;0;116,35
16;16;32;16;8;16;8;2;1;1;0;1;1;1;92,29
16;16;32;16;8;16;8;2;1;1;1;0;0;0;140,64
16;16;32;16;8;16;8;2;1;1;1;0;0;1;97,1
16;16;32;16;8;16;8;2;1;1;1;0;1;0;111,93
16;16;32;16;8;16;8;2;1;1;1;0;1;1;90,65
16;16;32;16;8;16;8;2;1;1;1;1;0;0;145,38
16;16;32;16;8;16;8;2;1;1;1;1;0;1;99,5
16;16;32;16;8;16;8;2;1;1;1;1;1;0;116,29
16;16;32;16;8;16;8;2;1;1;1;1;1;1;92,31
16;16;32;16;8;16;8;2;1;2;0;0;0;0;109,33
16;16;32;16;8;16;8;2;1;2;0;0;0;1;70,08
16;16;32;16;8;16;8;2;1;2;0;0;1;0;90,86
16;16;32;16;8;16;8;2;1;2;0;0;1;1;63,29
16;16;32;16;8;16;8;2;1;2;0;1;0;0;109,44
16;16;32;16;8;16;8;2;1;2;0;1;0;1;69,97
16;16;32;16;8;16;8;2;1;2;0;1;1;0;88,77
