MWG;NWG;KWG;MDIMC;NDIMC;MDIMA;NDIMB;KWI;VWM;VWN;STRM;STRN;SA;SB;Run1 (ms);Run2 (ms);Run3 (ms);Run4 (ms)
128;128;32;8;8;16;32;2;2;4;0;0;0;0;570,45;570,37;570,98;570,13
128;128;32;8;8;16;32;2;2;4;0;0;0;1;1629,07;1623,35;1616,51;1615,74
128;128;32;8;8;16;32;2;2;4;0;0;1;0;1690,88;1689,8;1680,55;1685,73
128;128;32;8;8;16;32;2;2;4;0;0;1;1;2238,2;2205,43;2219,88;2245,47
128;128;32;8;8;16;32;2;2;4;0;1;0;0;568,28;567,75;568,11;568,1
128;128;32;8;8;16;32;2;2;4;0;1;0;1;1616,47;1599,95;1610,94;1605,59
128;128;32;8;8;16;32;2;2;4;0;1;1;0;1658,23;1664,7;1660,2;1667,32
128;128;32;8;8;16;32;2;2;4;0;1;1;1;2276,59;2203,6;2206,91;2200,62
128;128;32;8;8;16;32;2;2;4;1;0;0;0;571,41;571,6;571,46;571,45
128;128;32;8;8;16;32;2;2;4;1;0;0;1;1591,24;1606,93;1605,34;1616,84
128;128;32;8;8;16;32;2;2;4;1;0;1;0;1696,51;1705,66;1699,78;1699,71
128;128;32;8;8;16;32;2;2;4;1;0;1;1;2279,25;2242,86;2293,34;2279,39
128;128;32;8;8;16;32;2;2;4;1;1;0;0;565,33;565,69;565,7;565,72
128;128;32;8;8;16;32;2;2;4;1;1;0;1;1604,72;1613,88;1619,15;1600,16
128;128;32;8;8;16;32;2;2;4;1;1;1;0;1689,64;1683,29;1690,68;1690,33
128;128;32;8;8;16;32;2;2;4;1;1;1;1;2227,28;2222,18;2231,01;2212,77
128;128;32;8;8;16;32;2;4;1;0;0;0;0;566,45;566,32;566,74;566,55
128;128;32;8;8;16;32;2;4;1;0;0;0;1;1718;1698,78;1725,64;1713,42
128;128;32;8;8;16;32;2;4;1;0;0;1;0;1792,95;1787,64;1783,36;1779,94
128;128;32;8;8;16;32;2;4;1;0;0;1;1;2213,05;2196,94;2204,81;2200,33
128;128;32;8;8;16;32;2;4;1;0;1;0;0;569,38;569,54;569,65;569,76
128;128;32;8;8;16;32;2;4;1;0;1;0;1;1986,31;1971,09;1973,25;1976,37
128;128;32;8;8;16;32;2;4;1;0;1;1;0;1796,65;1782,97;1776,42;1790,69
128;128;32;8;8;16;32;2;4;1;0;1;1;1;2518,32;2473,83;2506,52;2470,34
128;128;32;8;8;16;32;2;4;1;1;0;0;0;564,15;564,2;564,38;564,33
128;128;32;8;8;16;32;2;4;1;1;0;0;1;1676,92;1677,71;1701,69;1685,87
128;128;32;8;8;16;32;2;4;1;1;0;1;0;1791,89;1800,13;1804,59;1792,96
128;128;32;8;8;16;32;2;4;1;1;0;1;1;2327,67;2282,36;2260,97;2285,33
128;128;32;8;8;16;32;2;4;1;1;1;0;0;567,4;567,52;567,07;567,53
128;128;32;8;8;16;32;2;4;1;1;1;0;1;1972,37;1982,86;1986,3;1957,56
128;128;32;8;8;16;32;2;4;1;1;1;1;0;1779,05;1778,72;1791,68;1765,42
128;128;32;8;8;16;32;2;4;1;1;1;1;1;2472,42;2472,49;2438,43;2499,42
128;128;32;8;8;16;32;2;4;2;0;0;0;0;576,65;577,42;577,41;577
128;128;32;8;8;16;32;2;4;2;0;0;0;1;1536,93;1540,89;1547,76;1544,69
128;128;32;8;8;16;32;2;4;2;0;0;1;0;1763,79;1760,79;1757,04;1755,57
128;128;32;8;8;16;32;2;4;2;0;0;1;1;2151,53;2092,21;2122,88;2116,46
128;128;32;8;8;16;32;2;4;2;0;1;0;0;574,87;574,52;574,58;574,8
128;128;32;8;8;16;32;2;4;2;0;1;0;1;1863,09;1869,54;1859,25;1859,14
128;128;32;8;8;16;32;2;4;2;0;1;1;0;1773,08;1782,37;1767,68;1773,88
128;128;32;8;8;16;32;2;4;2;0;1;1;1;2314,44;2306,34;2303,71;2310,8
128;128;32;8;8;16;32;2;4;2;1;0;0;0;575,89;575,95;576,06;576,47
128;128;32;8;8;16;32;2;4;2;1;0;0;1;1535,67;1538,88;1540,95;1540,79
128;128;32;8;8;16;32;2;4;2;1;0;1;0;1747,12;1749,13;1755,71;1749,3
128;128;32;8;8;16;32;2;4;2;1;0;1;1;2130,79;2128,41;2143,38;2110,28
128;128;32;8;8;16;32;2;4;2;1;1;0;0;572,14;573,17;572,58;572,95
128;128;32;8;8;16;32;2;4;2;1;1;0;1;1885,31;1859,46;1868,89;1899,42
128;128;32;8;8;16;32;2;4;2;1;1;1;0;1756,11;1744,68;1734,58;1749,91
128;128;32;8;8;16;32;2;4;2;1;1;1;1;2325,51;2298,03;2319,93;2330,63
128;128;32;8;8;16;32;2;4;4;0;0;0;0;577,21;577,09;576,7;577,49
128;128;32;8;8;16;32;2;4;4;0;0;0;1;1466,33;1476,33;1473,6;1479,98
128;128;32;8;8;16;32;2;4;4;0;0;1;0;1592,46;1587,32;1583,3;1603,18
128;128;32;8;8;16;32;2;4;4;0;0;1;1;2243,25;2203,72;2195,24;2207,13
128;128;32;8;8;16;32;2;4;4;0;1;0;0;572,84;572,83;572,87;572,93
128;128;32;8;8;16;32;2;4;4;0;1;0;1;1509,57;1500,93;1508,55;1509,66
128;128;32;8;8;16;32;2;4;4;0;1;1;0;1566,92;1563,35;1575,9;1571,7
128;128;32;8;8;16;32;2;4;4;0;1;1;1;2185,85;2187,1;2150,01;2157,97
128;128;32;8;8;16;32;2;4;4;1;0;0;0;574,65;574,66;574,43;574,57
128;128;32;8;8;16;32;2;4;4;1;0;0;1;1517,34;1497,09;1487,17;1492,35
128;128;32;8;8;16;32;2;4;4;1;0;1;0;1579,96;1587,19;1582,99;1606,1
128;128;32;8;8;16;32;2;4;4;1;0;1;1;2224,46;2233,43;2215,63;2197,07
128;128;32;8;8;16;32;2;4;4;1;1;0;0;570,33;570,55;571,05;570,78
128;128;32;8;8;16;32;2;4;4;1;1;0;1;1485,62;1485,99;1493,26;1500,12
128;128;32;8;8;16;32;2;4;4;1;1;1;0;1571,28;1566,41;1568,69;1567,43
128;128;32;8;8;16;32;2;4;4;1;1;1;1;2170,83;2165,69;2159,61;2187,31
128;128;32;8;8;16;32;2;8;1;0;0;0;0;568,34;569,18;568,41;568,56
128;128;32;8;8;16;32;2;8;1;0;0;0;1;1590,09;1588,09;1595,57;1604,77
128;128;32;8;8;16;32;2;8;1;0;0;1;0;1725,8;1733,89;1714,75;1716,91
128;128;32;8;8;16;32;2;8;1;0;0;1;1;2320,86;2262,51;2267,34;2274,81
128;128;32;8;8;16;32;2;8;1;0;1;0;0;572,03;572,3;572,38;572,05
128;128;32;8;8;16;32;2;8;1;0;1;0;1;1865,37;1863,69;1869,31;1844,79
128;128;32;8;8;16;32;2;8;1;0;1;1;0;1721,45;1708,48;1722,63;1730,46
128;128;32;8;8;16;32;2;8;1;0;1;1;1;2541,34;2521,22;2536,31;2564,41
128;128;32;8;8;16;32;2;8;1;1;0;0;0;566,73;566,72;567,15;566,78
128;128;32;8;8;16;32;2;8;1;1;0;0;1;1590,77;1606,83;1577,3;1584,25
128;128;32;8;8;16;32;2;8;1;1;0;1;0;1735,55;1714,95;1719,37;1732,68
128;128;32;8;8;16;32;2;8;1;1;0;1;1;2150,36;2138,54;2106,08;2099,35
128;128;32;8;8;16;32;2;8;1;1;1;0;0;570,48;569,94;569,92;569,89
128;128;32;8;8;16;32;2;8;1;1;1;0;1;1892,98;1876,47;1866,72;1886,98
128;128;32;8;8;16;32;2;8;1;1;1;1;0;1734,66;1728,57;1735,67;1716,74
128;128;32;8;8;16;32;2;8;1;1;1;1;1;2568,42;2565,53;2520,3;2537,61
128;128;32;8;8;16;32;2;8;2;0;0;0;0;575,32;575,41;575,56;574,96
128;128;32;8;8;16;32;2;8;2;0;0;0;1;1677,76;1698,34;1672,61;1675,27
128;128;32;8;8;16;32;2;8;2;0;0;1;0;1632,67;1623,38;1632,91;1637,61
128;128;32;8;8;16;32;2;8;2;0;0;1;1;2266,56;2202,95;2219,49;2190,88
128;128;32;8;8;16;32;2;8;2;0;1;0;0;573,73;573,69;573,85;574,07
128;128;32;8;8;16;32;2;8;2;0;1;0;1;1827,37;1818,82;1841,54;1824,99
128;128;32;8;8;16;32;2;8;2;0;1;1;0;1628,93;1626,37;1621,38;1627,72
128;128;32;8;8;16;32;2;8;2;0;1;1;1;2376,15;2377,81;2367,86;2351,74
128;128;32;8;8;16;32;2;8;2;1;0;0;0;571,9;572,29;571,95;572,66
128;128;32;8;8;16;32;2;8;2;1;0;0;1;1681,28;1680,75;1663,86;1693,54
128;128;32;8;8;16;32;2;8;2;1;0;1;0;1619,14;1611,36;1623,85;1638,37
128;128;32;8;8;16;32;2;8;2;1;0;1;1;2223,29;2204,74;2189,71;2210,82
128;128;32;8;8;16;32;2;8;2;1;1;0;0;570,93;571,21;570,55;570,56
128;128;32;8;8;16;32;2;8;2;1;1;0;1;1801,32;1823,48;1838,21;1811,15
128;128;32;8;8;16;32;2;8;2;1;1;1;0;1625,16;1617,49;1626,83;1631,77
128;128;32;8;8;16;32;2;8;2;1;1;1;1;2386,98;2383,71;2384,79;2372,66
128;128;32;8;8;16;32;2;8;4;0;0;0;0;577,03;576,77;576,77;576,71
128;128;32;8;8;16;32;2;8;4;0;0;0;1;1592,48;1594,25;1596,76;1587,27
128;128;32;8;8;16;32;2;8;4;0;0;1;0;1543,74;1532,34;1547,02;1552,54
128;128;32;8;8;16;32;2;8;4;0;0;1;1;2108,74;2065,32;2083,56;2074,22
128;128;32;8;8;16;32;2;8;4;0;1;0;0;568,92;569,4;569,28;569,23
128;128;32;8;8;16;32;2;8;4;0;1;0;1;1569,27;1553,19;1571,92;1566,9
128;128;32;8;8;16;32;2;8;4;0;1;1;0;1550,61;1550,17;1557,41;1549,29
128;128;32;8;8;16;32;2;8;4;0;1;1;1;2126,95;2077,12;2093,66;2080
128;128;32;8;8;16;32;2;8;4;1;0;0;0;574,7;574,48;574,04;574,76
128;128;32;8;8;16;32;2;8;4;1;0;0;1;1577,97;1575,68;1585,05;1581,84
128;128;32;8;8;16;32;2;8;4;1;0;1;0;1555,1;1548,34;1539,27;1548,37
128;128;32;8;8;16;32;2;8;4;1;0;1;1;2125,78;2096,33;2108,79;2072,68
128;128;32;8;8;16;32;2;8;4;1;1;0;0;567,49;567,69;568,15;567,12
128;128;32;8;8;16;32;2;8;4;1;1;0;1;1573,69;1572,5;1574,08;1561,07
128;128;32;8;8;16;32;2;8;4;1;1;1;0;1558,37;1553,53;1547,33;1548,35
128;128;32;8;8;16;32;2;8;4;1;1;1;1;2107,55;2113,05;2096,5;2085,65
128;128;32;8;8;16;32;8;1;1;0;0;0;0;566,02;565,73;564,92;566,15
128;128;32;8;8;16;32;8;1;1;0;0;0;1;2470,5;2480,78;2477,06;2481,33
128;128;32;8;8;16;32;8;1;1;0;0;1;0;2403,34;2403,27;2404,93;2406,52
128;128;32;8;8;16;32;8;1;1;0;0;1;1;3053,45;3070,92;3085,54;3059,48
128;128;32;8;8;16;32;8;1;1;0;1;0;0;567,44;568,31;567,96;567,69
128;128;32;8;8;16;32;8;1;1;0;1;0;1;2403,66;2410,23;2404,85;2410,77
128;128;32;8;8;16;32;8;1;1;0;1;1;0;2397,29;2394,5;2390,95;2397,42
128;128;32;8;8;16;32;8;1;1;0;1;1;1;3039,98;3060,05;3062,9;3044,83
128;128;32;8;8;16;32;8;1;1;1;0;0;0;572,08;573,18;571,99;571,69
128;128;32;8;8;16;32;8;1;1;1;0;0;1;2460,34;2454,47;2451,22;2462,98
128;128;32;8;8;16;32;8;1;1;1;0;1;0;2393,15;2387,26;2394,02;2388,93
128;128;32;8;8;16;32;8;1;1;1;0;1;1;3067,74;3093,17;3087,49;3087,87
128;128;32;8;8;16;32;8;1;1;1;1;0;0;573,5;573,04;573,17;573,02
128;128;32;8;8;16;32;8;1;1;1;1;0;1;2387,92;2386,71;2387,25;2390,72
128;128;32;8;8;16;32;8;1;1;1;1;1;0;2389,74;2382,15;2381,49;2395,15
128;128;32;8;8;16;32;8;1;1;1;1;1;1;2939,13;2982,41;2985,33;2995,79
128;128;32;8;8;16;32;8;1;2;0;0;0;0;571,27;571,15;571,12;570,3
128;128;32;8;8;16;32;8;1;2;0;0;0;1;2448,14;2453,06;2459,83;2456,44
128;128;32;8;8;16;32;8;1;2;0;0;1;0;2383,5;2385;2380,01;2385,09
128;128;32;8;8;16;32;8;1;2;0;0;1;1;3128,31;3148,07;3165,21;3176,13
128;128;32;8;8;16;32;8;1;2;0;1;0;0;569,56;570,07;570,09;569,96
128;128;32;8;8;16;32;8;1;2;0;1;0;1;2415,27;2416,9;2417,96;2421,37
128;128;32;8;8;16;32;8;1;2;0;1;1;0;2384,89;2387,1;2381,19;2384,95
128;128;32;8;8;16;32;8;1;2;0;1;1;1;3059,76;3027,53;3066;3033,3
128;128;32;8;8;16;32;8;1;2;1;0;0;0;575,61;575,6;574,53;574,78
128;128;32;8;8;16;32;8;1;2;1;0;0;1;2437,53;2440,33;2442,7;2426,39
128;128;32;8;8;16;32;8;1;2;1;0;1;0;2403,74;2412,86;2405,94;2406,49
128;128;32;8;8;16;32;8;1;2;1;0;1;1;3117,4;3077,15;3082,94;3102,96
128;128;32;8;8;16;32;8;1;2;1;1;0;0;573,37;573,57;573,44;574,25
128;128;32;8;8;16;32;8;1;2;1;1;0;1;2385,76;2388,28;2390,29;2387,85
128;128;32;8;8;16;32;8;1;2;1;1;1;0;2411,24;2411,16;2410,7;2409,37
128;128;32;8;8;16;32;8;1;2;1;1;1;1;3053,89;3066,87;3076,51;3063,86
128;128;32;8;8;16;32;8;1;4;0;0;0;0;579,94;580,48;581,62;580,02
128;128;32;8;8;16;32;8;1;4;0;0;0;1;2451,97;2454,26;2451,28;2453,12
128;128;32;8;8;16;32;8;1;4;0;0;1;0;2456,42;2460,66;2447,43;2461,66
128;128;32;8;8;16;32;8;1;4;0;0;1;1;3083,19;3105,55;3092,76;3099,73
128;128;32;8;8;16;32;8;1;4;0;1;0;0;578,32;578,02;578,22;578,45
128;128;32;8;8;16;32;8;1;4;0;1;0;1;2446,41;2453,4;2444,56;2448,48
128;128;32;8;8;16;32;8;1;4;0;1;1;0;2458,63;2458,94;2458,32;2462,54
128;128;32;8;8;16;32;8;1;4;0;1;1;1;3080,54;3087,76;3090,53;3097,19
128;128;32;8;8;16;32;8;1;4;1;0;0;0;585,61;583,43;584,3;584,78
128;128;32;8;8;16;32;8;1;4;1;0;0;1;2422,9;2422,81;2424,26;2425,77
128;128;32;8;8;16;32;8;1;4;1;0;1;0;2443,19;2435,72;2452,38;2450,96
128;128;32;8;8;16;32;8;1;4;1;0;1;1;3126,72;3135,37;3141,52;3135,98
128;128;32;8;8;16;32;8;1;4;1;1;0;0;584,54;584,46;582,97;583,68
128;128;32;8;8;16;32;8;1;4;1;1;0;1;2418,32;2429,29;2427,74;2428,63
128;128;32;8;8;16;32;8;1;4;1;1;1;0;2451,41;2441,65;2445,16;2439,31
128;128;32;8;8;16;32;8;1;4;1;1;1;1;3124;3133,69;3138,72;3127,7
128;128;32;8;8;16;32;8;2;1;0;0;0;0;575,18;573,47;574,08;574,46
128;128;32;8;8;16;32;8;2;1;0;0;0;1;2428,72;2428,61;2428,95;2428,89
128;128;32;8;8;16;32;8;2;1;0;0;1;0;2399,49;2401,16;2401,35;2401,56
128;128;32;8;8;16;32;8;2;1;0;0;1;1;3105,79;3149,55;3125,8;3133,61
128;128;32;8;8;16;32;8;2;1;0;1;0;0;576,41;576,77;575,98;576,64
128;128;32;8;8;16;32;8;2;1;0;1;0;1;2371,37;2372,42;2370,03;2372,9
128;128;32;8;8;16;32;8;2;1;0;1;1;0;2388,88;2390,45;2387,68;2389,71
128;128;32;8;8;16;32;8;2;1;0;1;1;1;3183,07;3171,97;3185,46;3204,49
128;128;32;8;8;16;32;8;2;1;1;0;0;0;574,11;574,11;574,94;574,19
128;128;32;8;8;16;32;8;2;1;1;0;0;1;2429,72;2431,06;2431,04;2430,87
128;128;32;8;8;16;32;8;2;1;1;0;1;0;2371,78;2372,63;2371,91;2370,68
128;128;32;8;8;16;32;8;2;1;1;0;1;1;3129,24;3149,25;3147,55;3140,73
128;128;32;8;8;16;32;8;2;1;1;1;0;0;575,07;575,08;574,81;576,35
128;128;32;8;8;16;32;8;2;1;1;1;0;1;2359,87;2362,67;2356,39;2361,38
128;128;32;8;8;16;32;8;2;1;1;1;1;0;2359,74;2359,95;2358,27;2360,72
128;128;32;8;8;16;32;8;2;1;1;1;1;1;3101,57;3117,58;3103,74;3146,19
128;128;32;8;8;16;32;8;2;2;0;0;0;0;576,41;578,8;578,09;577,19
128;128;32;8;8;16;32;8;2;2;0;0;0;1;2427,59;2425,36;2424,93;2423,32
128;128;32;8;8;16;32;8;2;2;0;0;1;0;2401,5;2400,96;2401,5;2400,07
128;128;32;8;8;16;32;8;2;2;0;0;1;1;3322,83;3313,44;3359,22;3342,3
128;128;32;8;8;16;32;8;2;2;0;1;0;0;575,23;575,79;576,89;575,48
128;128;32;8;8;16;32;8;2;2;0;1;0;1;2357,72;2353,07;2349,33;2352,25
128;128;32;8;8;16;32;8;2;2;0;1;1;0;2409,33;2409,59;2406,02;2405,73
128;128;32;8;8;16;32;8;2;2;0;1;1;1;3073,58;3100,1;3104,1;3101,08
128;128;32;8;8;16;32;8;2;2;1;0;0;0;576,75;576,47;575,27;575,71
128;128;32;8;8;16;32;8;2;2;1;0;0;1;2424,96;2412,54;2425,62;2424,99
128;128;32;8;8;16;32;8;2;2;1;0;1;0;2380,09;2381,42;2382,03;2380,32
128;128;32;8;8;16;32;8;2;2;1;0;1;1;3182,95;3206,1;3278,51;3233,43
128;128;32;8;8;16;32;8;2;2;1;1;0;0;576,26;574,92;575,59;576,47
128;128;32;8;8;16;32;8;2;2;1;1;0;1;2345,28;2350,79;2350,12;2350,65
128;128;32;8;8;16;32;8;2;2;1;1;1;0;2393,04;2391,93;2389,05;2391,93
128;128;32;8;8;16;32;8;2;2;1;1;1;1;3041,36;3067,23;3056,49;3050
128;128;32;8;8;16;32;8;2;4;0;0;0;0;580,01;579,27;581,04;580,21
128;128;32;8;8;16;32;8;2;4;0;0;0;1;2426,13;2425,52;2424,54;2426,8
128;128;32;8;8;16;32;8;2;4;0;0;1;0;2336,16;2343,23;2342,5;2342,68
128;128;32;8;8;16;32;8;2;4;0;0;1;1;3243,61;3255,92;3258,4;3216,31
128;128;32;8;8;16;32;8;2;4;0;1;0;0;576,24;575,17;575,26;575,66
128;128;32;8;8;16;32;8;2;4;0;1;0;1;2425,84;2423,78;2426,36;2426,4
128;128;32;8;8;16;32;8;2;4;0;1;1;0;2346,89;2345,54;2346;2346,97
128;128;32;8;8;16;32;8;2;4;0;1;1;1;3217,76;3242,03;3237,65;3243,44
128;128;32;8;8;16;32;8;2;4;1;0;0;0;578,93;577,79;578,48;577,72
128;128;32;8;8;16;32;8;2;4;1;0;0;1;2418,57;2421,1;2418,64;2419,4
128;128;32;8;8;16;32;8;2;4;1;0;1;0;2379,72;2380,13;2379,87;2378,47
128;128;32;8;8;16;32;8;2;4;1;0;1;1;3137,55;3145,73;3155,45;3149,44
128;128;32;8;8;16;32;8;2;4;1;1;0;0;573,93;574,58;575,73;576,55
128;128;32;8;8;16;32;8;2;4;1;1;0;1;2424,69;2424,87;2420,96;2422,12
128;128;32;8;8;16;32;8;2;4;1;1;1;0;2377,23;2378,08;2372,42;2376,42
128;128;32;8;8;16;32;8;2;4;1;1;1;1;3031,78;3068,74;3064,54;3076,6
128;128;32;8;8;16;32;8;4;1;0;0;0;0;585,98;581,61;582,66;582,51
128;128;32;8;8;16;32;8;4;1;0;0;0;1;2434,63;2437,16;2433,3;2435,99
128;128;32;8;8;16;32;8;4;1;0;0;1;0;2395,41;2396,72;2396,56;2398,61
128;128;32;8;8;16;32;8;4;1;0;0;1;1;3124,22;3116,43;3110,87;3105,02
128;128;32;8;8;16;32;8;4;1;0;1;0;0;585,37;583,2;583,13;586,09
128;128;32;8;8;16;32;8;4;1;0;1;0;1;2400,71;2400,03;2395,8;2399,24
128;128;32;8;8;16;32;8;4;1;0;1;1;0;2389,58;2387,73;2380,15;2388,47
128;128;32;8;8;16;32;8;4;1;0;1;1;1;3150,22;3153,01;3146,85;3142,76
128;128;32;8;8;16;32;8;4;1;1;0;0;0;579,61;581,9;579,9;579,95
128;128;32;8;8;16;32;8;4;1;1;0;0;1;2432,67;2431,67;2432,79;2433,22
128;128;32;8;8;16;32;8;4;1;1;0;1;0;2389,1;2389,59;2392,04;2390,75
128;128;32;8;8;16;32;8;4;1;1;0;1;1;3092,59;3091,14;3096,06;3109,2
128;128;32;8;8;16;32;8;4;1;1;1;0;0;584,71;583,23;582,2;583,11
128;128;32;8;8;16;32;8;4;1;1;1;0;1;2394,8;2393,33;2395,59;2392,4
128;128;32;8;8;16;32;8;4;1;1;1;1;0;2382,37;2379,48;2380,9;2378,61
128;128;32;8;8;16;32;8;4;1;1;1;1;1;3123,29;3125,14;3142,39;3150,07
128;128;32;8;8;16;32;8;4;2;0;0;0;0;589,05;591,41;590,36;593,74
128;128;32;8;8;16;32;8;4;2;0;0;0;1;2415,43;2412,47;2412,54;2414,79
128;128;32;8;8;16;32;8;4;2;0;0;1;0;2415,69;2413;2410,03;2413,01
128;128;32;8;8;16;32;8;4;2;0;0;1;1;3129,76;3135,07;3137,36;3141,39
128;128;32;8;8;16;32;8;4;2;0;1;0;0;588,16;587,44;587,14;590,15
128;128;32;8;8;16;32;8;4;2;0;1;0;1;2391,17;2390,01;2391,5;2392,03
128;128;32;8;8;16;32;8;4;2;0;1;1;0;2416,17;2416,35;2418,1;2416,03
128;128;32;8;8;16;32;8;4;2;0;1;1;1;3117,2;3116,09;3137,16;3133,18
128;128;32;8;8;16;32;8;4;2;1;0;0;0;587,46;589,59;588,66;587,38
128;128;32;8;8;16;32;8;4;2;1;0;0;1;2409,91;2406,6;2408,09;2407,73
128;128;32;8;8;16;32;8;4;2;1;0;1;0;2413,92;2410,65;2412,73;2409,42
128;128;32;8;8;16;32;8;4;2;1;0;1;1;3132,35;3132,14;3129,48;3130,2
128;128;32;8;8;16;32;8;4;2;1;1;0;0;585,83;584,5;584,09;584,17
128;128;32;8;8;16;32;8;4;2;1;1;0;1;2386,46;2387,42;2387,51;2387,8
128;128;32;8;8;16;32;8;4;2;1;1;1;0;2412,39;2410,1;2412,23;2412,11
128;128;32;8;8;16;32;8;4;2;1;1;1;1;3117,51;3111,46;3112,36;3125,28
128;128;32;8;8;16;32;8;4;4;0;0;0;0;587,86;586,95;587,77;590,14
128;128;32;8;8;16;32;8;4;4;0;0;0;1;2388,73;2388,81;2388,8;2386,19
128;128;32;8;8;16;32;8;4;4;0;0;1;0;2380,28;2379,5;2377,31;2380,4
128;128;32;8;8;16;32;8;4;4;0;0;1;1;3125,34;3116,05;3110,46;3123,16
128;128;32;8;8;16;32;8;4;4;0;1;0;0;584,49;583,69;584,19;584,43
128;128;32;8;8;16;32;8;4;4;0;1;0;1;2388,63;2388,95;2389,26;2389,94
128;128;32;8;8;16;32;8;4;4;0;1;1;0;2379,46;2382,85;2381,77;2381,34
128;128;32;8;8;16;32;8;4;4;0;1;1;1;3120,78;3129,24;3129,74;3132,29
128;128;32;8;8;16;32;8;4;4;1;0;0;0;585,65;585,5;584,86;585,22
128;128;32;8;8;16;32;8;4;4;1;0;0;1;2382,2;2379,92;2382,84;2380,38
128;128;32;8;8;16;32;8;4;4;1;0;1;0;2375,28;2376,09;2374,81;2375,14
128;128;32;8;8;16;32;8;4;4;1;0;1;1;3102,66;3113,16;3114,84;3125,31
128;128;32;8;8;16;32;8;4;4;1;1;0;0;582,73;583,41;583,68;582
128;128;32;8;8;16;32;8;4;4;1;1;0;1;2383,5;2385,45;2385,56;2385,17
128;128;32;8;8;16;32;8;4;4;1;1;1;0;2379,7;2375,8;2379,7;2375,05
128;128;32;8;8;16;32;8;4;4;1;1;1;1;3122,66;3116,76;3120,29;3117,08
128;128;32;8;8;16;32;8;8;1;0;0;0;0;593,07;593,03;592,12;592,97
128;128;32;8;8;16;32;8;8;1;0;0;0;1;2385,44;2382,61;2386,42;2385,7
128;128;32;8;8;16;32;8;8;1;0;0;1;0;2393,92;2394,1;2393,54;2393,97
128;128;32;8;8;16;32;8;8;1;0;0;1;1;3117,53;3128,81;3123,77;3127,3
128;128;32;8;8;16;32;8;8;1;0;1;0;0;593,4;594,18;594,6;592,58
128;128;32;8;8;16;32;8;8;1;0;1;0;1;2394,61;2396,87;2393,58;2394,32
128;128;32;8;8;16;32;8;8;1;0;1;1;0;2379,43;2377,77;2377,22;2377,95
128;128;32;8;8;16;32;8;8;1;0;1;1;1;3159,95;3180,15;3170,41;3165,99
128;128;32;8;8;16;32;8;8;1;1;0;0;0;589,84;589,21;588,43;589,76
128;128;32;8;8;16;32;8;8;1;1;0;0;1;2389,21;2379,93;2387,84;2386,86
128;128;32;8;8;16;32;8;8;1;1;0;1;0;2389,84;2388,91;2388,43;2387,76
128;128;32;8;8;16;32;8;8;1;1;0;1;1;3107,85;3112,35;3120,76;3118,64
128;128;32;8;8;16;32;8;8;1;1;1;0;0;591,22;589,09;591,46;592,03
128;128;32;8;8;16;32;8;8;1;1;1;0;1;2380,15;2381,5;2385,12;2374,26
128;128;32;8;8;16;32;8;8;1;1;1;1;0;2381,23;2379,81;2379,35;2380,72
128;128;32;8;8;16;32;8;8;1;1;1;1;1;3174,4;3173,28;3170,63;3179,24
128;128;32;8;8;16;32;8;8;2;0;0;0;0;593,72;593,99;593,19;594,58
128;128;32;8;8;16;32;8;8;2;0;0;0;1;2414,91;2415,89;2415,7;2416,66
128;128;32;8;8;16;32;8;8;2;0;0;1;0;2403,62;2397,9;2399,27;2402,01
128;128;32;8;8;16;32;8;8;2;0;0;1;1;3147,34;3142,6;3143,54;3148,09
128;128;32;8;8;16;32;8;8;2;0;1;0;0;591,51;592,79;593,03;591,85
128;128;32;8;8;16;32;8;8;2;0;1;0;1;2386,39;2382,58;2386,88;2386,64
128;128;32;8;8;16;32;8;8;2;0;1;1;0;2400,41;2396,63;2397,34;2394,88
128;128;32;8;8;16;32;8;8;2;0;1;1;1;3150,68;3148,55;3156,62;3157,36
128;128;32;8;8;16;32;8;8;2;1;0;0;0;592,82;591,22;592,22;591,1
128;128;32;8;8;16;32;8;8;2;1;0;0;1;2419,16;2417,43;2418,53;2417,94
128;128;32;8;8;16;32;8;8;2;1;0;1;0;2400,49;2396,67;2398,21;2394,5
128;128;32;8;8;16;32;8;8;2;1;0;1;1;3091,39;3114,43;3121,06;3115,46
128;128;32;8;8;16;32;8;8;2;1;1;0;0;590,03;589,8;588,7;589,73
128;128;32;8;8;16;32;8;8;2;1;1;0;1;2378,3;2379,69;2376,1;2377,7
128;128;32;8;8;16;32;8;8;2;1;1;1;0;2405,14;2393,58;2396,88;2398,21
128;128;32;8;8;16;32;8;8;2;1;1;1;1;3146,9;3153,49;3149,79;3144,43
128;128;32;8;8;16;32;8;8;4;0;0;0;0;595,68;594,78;595,06;595,59
128;128;32;8;8;16;32;8;8;4;0;0;0;1;2394,93;2393,97;2391,6;2391
128;128;32;8;8;16;32;8;8;4;0;0;1;0;2399,13;2393,87;2397,46;2399,2
128;128;32;8;8;16;32;8;8;4;0;0;1;1;3104,7;3105,82;3103,79;3109,24
128;128;32;8;8;16;32;8;8;4;0;1;0;0;590,74;590,73;591,36;591,04
128;128;32;8;8;16;32;8;8;4;0;1;0;1;2393,23;2395,45;2392,48;2393,92
128;128;32;8;8;16;32;8;8;4;0;1;1;0;2391,4;2393,43;2390,48;2393,86
128;128;32;8;8;16;32;8;8;4;0;1;1;1;3102,71;3106,62;3102,86;3107,89
